Record Length,2.500000e+03,,  -0.460000000000,   0.00240,
Sample Interval,2.000000e-03,,  -0.458000000000,  -0.00560,
Trigger Point,2.300000000000e+02,,  -0.456000000000,   0.00000,
,,,  -0.454000000000,   0.00000,
,,,  -0.452000000000,  -0.00560,
,,,  -0.450000000000,  -0.00240,
Source,CH2,,  -0.448000000000,   0.00320,
Vertical Units,V,,  -0.446000000000,   0.00320,
Vertical Scale,2.000000e-02,,  -0.444000000000,   0.01280,
Vertical Offset,0.000000e+00,,  -0.442000000000,   0.00560,
Horizontal Units,s,,  -0.440000000000,  -0.00720,
Horizontal Scale,5.000000e-01,,  -0.438000000000,  -0.00560,
Pt Fmt,Y,,  -0.436000000000,   0.00160,
Yzero,0.000000e+00,,  -0.434000000000,   0.00080,
Probe Atten,1.000000e+01,,  -0.432000000000,  -0.00080,
Model Number,TDS2014C,,  -0.430000000000,   0.00000,
Serial Number,C031960,,  -0.428000000000,  -0.00080,
Firmware Version,FV:v24.26,,  -0.426000000000,   0.00000,
,,,-00.424000000000,   0.00160,
,,,-00.422000000000,   0.00080,
,,,-00.420000000000,  -0.00640,
,,,-00.418000000000,   0.00000,
,,,-00.416000000000,  -0.00480,
,,,-00.414000000000,  -0.00240,
,,,-00.412000000000,  -0.00560,
,,,-00.410000000000,   0.00320,
,,,-00.408000000000,  -0.00240,
,,,-00.406000000000,  -0.00800,
,,,-00.404000000000,   0.00880,
,,,-00.402000000000,   0.00560,
,,,-00.400000000000,   0.00000,
,,,-00.398000000000,   0.00480,
,,,-00.396000000000,   0.00480,
,,,-00.394000000000,  -0.00400,
,,,-00.392000000000,   0.00320,
,,,-00.390000000000,  -0.00240,
,,,-00.388000000000,   0.00400,
,,,-00.386000000000,  -0.00480,
,,,-00.384000000000,  -0.00240,
,,,-00.382000000000,  -0.00240,
,,,-00.380000000000,  -0.00480,
,,,-00.378000000000,  -0.00640,
,,,-00.376000000000,   0.00000,
,,,-00.374000000000,   0.00000,
,,,-00.372000000000,   0.00080,
,,,-00.370000000000,   0.01120,
,,,-00.368000000000,   0.00160,
,,,-00.366000000000,  -0.00400,
,,,-00.364000000000,  -0.00160,
,,,-00.362000000000,  -0.00400,
,,,-00.360000000000,   0.00000,
,,,-00.358000000000,   0.00400,
,,,-00.356000000000,   0.00000,
,,,-00.354000000000,  -0.00480,
,,,-00.352000000000,  -0.00480,
,,,-00.350000000000,  -0.00160,
,,,-00.348000000000,  -0.00240,
,,,-00.346000000000,   0.00080,
,,,-00.344000000000,   0.00080,
,,,-00.342000000000,   0.00240,
,,,-00.340000000000,  -0.00480,
,,,-00.338000000000,   0.00480,
,,,-00.336000000000,   0.00800,
,,,-00.334000000000,   0.00400,
,,,-00.332000000000,  -0.00240,
,,,-00.330000000000,   0.00320,
,,,-00.328000000000,   0.00400,
,,,-00.326000000000,   0.00000,
,,,-00.324000000000,   0.00080,
,,,-00.322000000000,  -0.00080,
,,,-00.320000000000,  -0.00160,
,,,-00.318000000000,  -0.01040,
,,,-00.316000000000,   0.00000,
,,,-00.314000000000,  -0.00480,
,,,-00.312000000000,   0.00240,
,,,-00.310000000000,  -0.00240,
,,,-00.308000000000,  -0.00080,
,,,-00.306000000000,   0.00000,
,,,-00.304000000000,   0.00640,
,,,-00.302000000000,   0.00000,
,,,-00.300000000000,  -0.00080,
,,,-00.298000000000,  -0.00560,
,,,-00.296000000000,   0.00480,
,,,-00.294000000000,   0.00240,
,,,-00.292000000000,  -0.00240,
,,,-00.290000000000,  -0.00240,
,,,-00.288000000000,  -0.00240,
,,,-00.286000000000,   0.00080,
,,,-00.284000000000,   0.00080,
,,,-00.282000000000,   0.00160,
,,,-00.280000000000,   0.00240,
,,,-00.278000000000,   0.00000,
,,,-00.276000000000,   0.00000,
,,,-00.274000000000,   0.00320,
,,,-00.272000000000,  -0.00560,
,,,-00.270000000000,   0.00240,
,,,-00.268000000000,   0.00000,
,,,-00.266000000000,   0.00240,
,,,-00.264000000000,   0.00640,
,,,-00.262000000000,   0.00080,
,,,-00.260000000000,  -0.00400,
,,,-00.258000000000,  -0.00560,
,,,-00.256000000000,   0.00240,
,,,-00.254000000000,   0.00000,
,,,-00.252000000000,  -0.00400,
,,,-00.250000000000,  -0.00560,
,,,-00.248000000000,  -0.00480,
,,,-00.246000000000,   0.00640,
,,,-00.244000000000,   0.00240,
,,,-00.242000000000,   0.00000,
,,,-00.240000000000,  -0.00480,
,,,-00.238000000000,  -0.00320,
,,,-00.236000000000,   0.00320,
,,,-00.234000000000,   0.00800,
,,,-00.232000000000,  -0.00400,
,,,-00.230000000000,   0.00320,
,,,-00.228000000000,   0.00480,
,,,-00.226000000000,  -0.00240,
,,,-00.224000000000,   0.00320,
,,,-00.222000000000,  -0.00320,
,,,-00.220000000000,   0.00080,
,,,-00.218000000000,  -0.00240,
,,,-00.216000000000,  -0.00480,
,,,-00.214000000000,   0.00080,
,,,-00.212000000000,   0.00560,
,,,-00.210000000000,  -0.00080,
,,,-00.208000000000,   0.00320,
,,,-00.206000000000,   0.00320,
,,,-00.204000000000,  -0.00800,
,,,-00.202000000000,  -0.00560,
,,,-00.200000000000,   0.00480,
,,,-00.198000000000,   0.00400,
,,,-00.196000000000,  -0.00160,
,,,-00.194000000000,  -0.00800,
,,,-00.192000000000,   0.00160,
,,,-00.190000000000,   0.00080,
,,,-00.188000000000,  -0.00240,
,,,-00.186000000000,   0.00000,
,,,-00.184000000000,   0.00800,
,,,-00.182000000000,  -0.00480,
,,,-00.180000000000,  -0.00160,
,,,-00.178000000000,   0.00240,
,,,-00.176000000000,   0.00720,
,,,-00.174000000000,   0.00080,
,,,-00.172000000000,   0.00240,
,,,-00.170000000000,  -0.00320,
,,,-00.168000000000,  -0.00480,
,,,-00.166000000000,   0.00320,
,,,-00.164000000000,   0.00720,
,,,-00.162000000000,  -0.00240,
,,,-00.160000000000,  -0.00240,
,,,-00.158000000000,  -0.00640,
,,,-00.156000000000,   0.00560,
,,,-00.154000000000,   0.00240,
,,,-00.152000000000,   0.00000,
,,,-00.150000000000,   0.00320,
,,,-00.148000000000,  -0.00320,
,,,-00.146000000000,  -0.00800,
,,,-00.144000000000,  -0.00400,
,,,-00.142000000000,  -0.00560,
,,,-00.140000000000,   0.02480,
,,,-00.138000000000,  -0.00400,
,,,-00.136000000000,  -0.00800,
,,,-00.134000000000,   0.00080,
