Record Length,2.500000e+03,,  -0.460000000000,  -0.08000,
Sample Interval,2.000000e-03,,  -0.458000000000,   0.00000,
Trigger Point,2.300000000000e+02,,  -0.456000000000,  -0.08000,
,,,  -0.454000000000,   0.08000,
,,,  -0.452000000000,  -0.16000,
,,,  -0.450000000000,   0.08000,
Source,CH3,,  -0.448000000000,   0.00000,
Vertical Units,V,,  -0.446000000000,   0.00000,
Vertical Scale,2.000000e+00,,  -0.444000000000,   0.00000,
Vertical Offset,-6.080000e+00,,  -0.442000000000,   0.00000,
Horizontal Units,s,,  -0.440000000000,   0.00000,
Horizontal Scale,5.000000e-01,,  -0.438000000000,   0.00000,
Pt Fmt,Y,,  -0.436000000000,  -0.16000,
Yzero,0.000000e+00,,  -0.434000000000,   0.00000,
Probe Atten,1.000000e+01,,  -0.432000000000,  -0.16000,
Model Number,TDS2014C,,  -0.430000000000,   0.00000,
Serial Number,C031960,,  -0.428000000000,   0.00000,
Firmware Version,FV:v24.26,,  -0.426000000000,   0.00000,
,,,-00.424000000000,   0.00000,
,,,-00.422000000000,   0.16000,
,,,-00.420000000000,   0.00000,
,,,-00.418000000000,   0.08000,
,,,-00.416000000000,   0.08000,
,,,-00.414000000000,   0.08000,
,,,-00.412000000000,   0.00000,
,,,-00.410000000000,   0.00000,
,,,-00.408000000000,   0.00000,
,,,-00.406000000000,   0.00000,
,,,-00.404000000000,   0.00000,
,,,-00.402000000000,   0.00000,
,,,-00.400000000000,  -0.08000,
,,,-00.398000000000,   0.00000,
,,,-00.396000000000,   0.08000,
,,,-00.394000000000,   0.00000,
,,,-00.392000000000,   0.08000,
,,,-00.390000000000,  -0.08000,
,,,-00.388000000000,  -0.16000,
,,,-00.386000000000,  -0.16000,
,,,-00.384000000000,  -0.08000,
,,,-00.382000000000,   0.08000,
,,,-00.380000000000,   0.00000,
,,,-00.378000000000,   0.08000,
,,,-00.376000000000,  -0.08000,
,,,-00.374000000000,   0.00000,
,,,-00.372000000000,   0.00000,
,,,-00.370000000000,   0.00000,
,,,-00.368000000000,  -0.08000,
,,,-00.366000000000,   0.00000,
,,,-00.364000000000,   0.00000,
,,,-00.362000000000,  -0.08000,
,,,-00.360000000000,   0.00000,
,,,-00.358000000000,   0.00000,
,,,-00.356000000000,   0.00000,
,,,-00.354000000000,   0.00000,
,,,-00.352000000000,  -0.08000,
,,,-00.350000000000,   0.00000,
,,,-00.348000000000,   0.00000,
,,,-00.346000000000,   0.00000,
,,,-00.344000000000,   0.08000,
,,,-00.342000000000,  -0.08000,
,,,-00.340000000000,   0.00000,
,,,-00.338000000000,  -0.08000,
,,,-00.336000000000,  -0.08000,
,,,-00.334000000000,  -0.08000,
,,,-00.332000000000,   0.00000,
,,,-00.330000000000,   0.00000,
,,,-00.328000000000,  -0.08000,
,,,-00.326000000000,   0.00000,
,,,-00.324000000000,  -0.08000,
,,,-00.322000000000,   0.08000,
,,,-00.320000000000,   0.08000,
,,,-00.318000000000,   0.00000,
,,,-00.316000000000,   0.00000,
,,,-00.314000000000,   0.00000,
,,,-00.312000000000,   0.00000,
,,,-00.310000000000,   0.00000,
,,,-00.308000000000,   0.00000,
,,,-00.306000000000,   0.00000,
,,,-00.304000000000,   0.00000,
,,,-00.302000000000,  -0.08000,
,,,-00.300000000000,   0.00000,
,,,-00.298000000000,   0.08000,
,,,-00.296000000000,  -0.08000,
,,,-00.294000000000,   0.00000,
,,,-00.292000000000,  -0.08000,
,,,-00.290000000000,   0.00000,
,,,-00.288000000000,   0.08000,
,,,-00.286000000000,  -0.08000,
,,,-00.284000000000,   0.00000,
,,,-00.282000000000,  -0.16000,
,,,-00.280000000000,  -0.08000,
