01/Oct/2023 15:01:18,"AGWPE[KE8TJE-1]","KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2:=3905.68N/08028.19WONEBP WV:1,07,1.25,alt=310.3M"
01/Oct/2023 15:02:02,"AGWPE[KE8TJE-1]","KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2:=3905.68N/08028.19WONEBP WV:1,07,1.25,alt=308.8M"
01/Oct/2023 15:02:42,"AGWPE[KE8TJE-1]","KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2:=3905.67N/08028.19WONEBP WV:1,07,1.26,alt=309.1M"
01/Oct/2023 15:03:23,"AGWPE[KE8TJE-1]","KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2:=3905.67N/08028.19WONEBP WV:1,07,1.26,alt=309.4M"
01/Oct/2023 15:04:02,"AGWPE[KE8TJE-1]","KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2:=3905.66N/08028.19WONEBP WV:1,06,1.36,alt=309.4M"
01/Oct/2023 15:04:40,"AGWPE[KE8TJE-1]","KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2:=3905.67N/08028.19WONEBP WV:2,09,1.23,alt=308.8M"
01/Oct/2023 15:05:19,"AGWPE[KE8TJE-1]","KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2:=3905.67N/08028.19WONEBP WV:2,09,1.17,alt=308.9M"
01/Oct/2023 15:05:58,"AGWPE[KE8TJE-1]","KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2:=3905.67N/08028.19WONEBP WV:1,09,1.17,alt=310.3M"
01/Oct/2023 15:06:37,"AGWPE[KE8TJE-1]","KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2:=3905.67N/08028.19WONEBP WV:1,09,1.12,alt=309.6M"
01/Oct/2023 15:07:16,"AGWPE[KE8TJE-1]","KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2:=3905.67N/08028.19WONEBP WV:1,09,1.12,alt=310.4M"
01/Oct/2023 15:07:55,"AGWPE[KE8TJE-1]","KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2:=3905.67N/08028.19WONEBP WV:1,07,1.27,alt=310.5M"
01/Oct/2023 15:08:34,"AGWPE[KE8TJE-1]","KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2:=3905.67N/08028.19WONEBP WV:1,10,0.95,alt=309.7M"
01/Oct/2023 15:09:13,"AGWPE[KE8TJE-1]","KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2:=3905.67N/08028.19WONEBP WV:1,08,1.01,alt=312.0M"
01/Oct/2023 15:09:48,"AGWPE[KE8TJE-1]","KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2:=3905.67N/08028.19WONEBP WV:1,08,1.01,alt=316.5M"
01/Oct/2023 15:10:27,"AGWPE[KE8TJE-1]","KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2:=3905.67N/08028.19WONEBP WV:2,08,1.01,alt=315.0M"
01/Oct/2023 15:11:05,"AGWPE[KE8TJE-1]","KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2:=3905.66N/08028.19WONEBP WV:2,07,1.14,alt=311.3M"
01/Oct/2023 15:11:43,"AGWPE[KE8TJE-1]","KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2:=3905.66N/08028.16WONEBP WV:2,08,1.01,alt=310.1M"
01/Oct/2023 15:12:22,"AGWPE[KE8TJE-1]","KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2:=3905.66N/08028.15WONEBP WV:2,08,1.01,alt=308.7M"
01/Oct/2023 15:13:00,"AGWPE[KE8TJE-1]","KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2:=3905.66N/08028.15WONEBP WV:2,08,1.01,alt=313.1M"
01/Oct/2023 15:13:37,"AGWPE[KE8TJE-1]","KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2:=3905.66N/08028.15WONEBP WV:2,08,1.01,alt=308.8M"
01/Oct/2023 15:14:14,"AGWPE[KE8TJE-1]","KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2:=3905.66N/08028.15WONEBP WV:2,07,1.02,alt=312.4M"
01/Oct/2023 15:14:53,"AGWPE[KE8TJE-1]","KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2:=3905.66N/08028.15WONEBP WV:2,08,1.00,alt=312.2M"
01/Oct/2023 15:15:32,"AGWPE[KE8TJE-1]","KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2:=3905.66N/08028.15WONEBP WV:2,07,1.01,alt=311.5M"
01/Oct/2023 15:16:11,"AGWPE[KE8TJE-1]","KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2:=3905.66N/08028.15WONEBP WV:2,07,1.01,alt=312.0M"
01/Oct/2023 15:16:50,"AGWPE[KE8TJE-1]","KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2:=3905.66N/08028.14WONEBP WV:2,07,1.01,alt=311.2M"
