T(h:m:s),FT(h:m:s),T(Sec),T(ms),UF(Hz),Sats,Date,Time,Lat,Lon,Alt(Ft),Alt(M),GndSpd(M/S),Head(Deg),PDOP,intT(C),intT(F),extT(C),extT(F),msTemp(C),msTemp(F),msPress(PSI),msPress(ATM),msAlt(ft),msAlt(M),VertVel(Ft/S),VertVel(M/S),mag x,mag y,mag z,accel x,accel y,accel z,gyro x,gyro y,gyro z,orien yaw,orien pitch,orien roll,xbee message
No Data
0:10:06,NA:NA:NA,606.4,606391,1.0,10,10/14/2023,10:31:8,31.891867,-102.329056,2846.40,867.58,0.081,113.02,155,19.66,67.39,16.33,61.39,18.41,65.14,13.41,0.91,2533.20,772.12,-1.18,-0.36,-10.69,-42.00,14.38,-2.36,9.51,0.03,-0.00,-0.00,0.00,140.50,-89.69,-13.75,
0:10:07,NA:NA:NA,607.4,607391,1.0,9,10/14/2023,10:31:9,31.891867,-102.329056,2846.33,867.56,0.658,113.02,200,19.66,67.39,16.42,61.55,18.42,65.16,13.41,0.91,2532.61,771.94,-0.59,-0.18,-11.38,-42.75,14.00,-2.33,9.50,0.01,-0.00,0.00,0.00,140.50,-89.69,-13.75,
0:10:08,NA:NA:NA,608.4,608391,1.0,9,10/14/2023,10:31:10,31.891874,-102.329056,2850.40,868.80,0.500,113.02,200,19.66,67.39,16.40,61.51,18.42,65.16,13.41,0.91,2533.20,772.12,0.59,0.18,-10.25,-42.38,13.56,-2.33,9.52,0.00,-0.00,-0.00,0.00,140.50,-89.69,-13.75,
0:10:09,NA:NA:NA,609.4,609391,1.0,9,10/14/2023,10:31:11,31.891878,-102.329056,2850.77,868.91,0.447,113.02,200,19.68,67.43,16.44,61.59,18.43,65.17,13.41,0.91,2532.90,772.03,-0.30,-0.09,-10.69,-43.06,14.38,-2.34,9.50,0.00,0.00,0.00,0.00,140.50,-89.69,-13.75,
0:10:10,NA:NA:NA,610.4,610391,1.0,9,10/14/2023,10:31:12,31.891880,-102.329056,2851.01,868.99,0.237,113.02,200,19.70,67.46,16.57,61.83,18.43,65.17,13.41,0.91,2533.20,772.12,0.30,0.09,-11.75,-42.75,14.06,-2.34,9.51,0.00,0.00,-0.00,0.00,140.50,-89.69,-13.75,
0:10:11,NA:NA:NA,611.4,611391,1.0,9,10/14/2023,10:31:13,31.891878,-102.329056,2849.90,868.65,0.482,113.02,200,19.72,67.50,16.64,61.95,18.44,65.19,13.41,0.91,2535.55,772.84,2.35,0.72,-10.69,-42.38,13.56,-2.34,9.51,-0.04,0.00,-0.00,0.00,140.50,-89.69,-13.75,
0:10:12,NA:NA:NA,612.4,612391,1.0,9,10/14/2023,10:31:14,31.891878,-102.329056,2849.65,868.57,0.415,113.02,200,19.75,67.54,16.44,61.59,18.45,65.21,13.41,0.91,2535.26,772.75,-0.30,-0.09,-11.06,-42.06,14.75,-2.32,9.50,0.01,-0.00,0.00,-0.00,140.50,-89.69,-13.75,
0:10:13,NA:NA:NA,613.4,613391,1.0,10,10/14/2023,10:31:15,31.891880,-102.329056,2849.27,868.46,0.255,113.02,155,19.72,67.50,16.46,61.63,18.46,65.23,13.41,0.91,2533.49,772.21,-1.77,-0.54,-11.06,-42.38,14.38,-2.35,9.48,0.00,-0.00,-0.00,-0.00,140.50,-89.69,-13.75,
0:10:14,NA:NA:NA,614.4,614391,1.0,10,10/14/2023,10:31:16,31.891870,-102.329056,2844.48,867.00,0.331,113.02,155,19.75,67.54,16.68,62.03,18.46,65.23,13.41,0.91,2534.08,772.39,0.59,0.18,-11.38,-43.50,13.69,-2.34,9.49,0.02,0.00,0.00,0.00,140.50,-89.69,-13.75,
0:10:15,NA:NA:NA,615.4,615391,1.0,10,10/14/2023,10:31:17,31.891865,-102.329048,2842.52,866.40,0.103,113.02,155,19.77,67.58,16.61,61.91,18.47,65.25,13.41,0.91,2534.37,772.48,0.30,0.09,-11.06,-42.38,14.38,-2.33,9.50,0.00,0.00,0.00,-0.00,140.50,-89.69,-13.75,
0:10:16,NA:NA:NA,616.4,616391,1.0,10,10/14/2023,10:31:18,31.891861,-102.329048,2841.85,866.20,0.776,113.02,155,19.79,67.62,16.42,61.55,18.48,65.26,13.41,0.91,2534.37,772.48,0.00,0.00,-11.75,-42.38,13.25,-2.34,9.51,-0.03,0.00,0.00,-0.00,140.50,-89.69,-13.75,
0:10:17,NA:NA:NA,617.4,617391,1.0,10,10/14/2023,10:31:19,31.891869,-102.329048,2846.17,867.51,0.475,113.02,155,19.79,67.62,16.42,61.55,18.49,65.28,13.41,0.91,2534.67,772.57,0.29,0.09,-11.75,-42.75,13.25,-2.34,9.50,0.03,-0.00,0.00,0.00,140.50,-89.69,-13.75,
0:10:18,NA:NA:NA,618.4,618391,1.0,9,10/14/2023,10:31:20,31.891872,-102.329056,2846.57,867.64,0.511,113.02,200,19.81,67.66,16.48,61.67,18.49,65.28,13.41,0.91,2535.26,772.75,0.59,0.18,-10.69,-42.38,14.38,-2.38,9.48,0.01,0.00,0.00,0.00,140.50,-89.69,-13.75,
0:10:19,NA:NA:NA,619.4,619391,1.0,9,10/14/2023,10:31:21,31.891876,-102.329056,2847.40,867.89,0.422,113.02,200,19.81,67.66,16.37,61.47,18.50,65.30,13.41,0.91,2534.08,772.39,-1.18,-0.36,-11.38,-42.06,14.06,-2.36,9.50,0.03,-0.00,0.00,0.00,140.50,-89.69,-13.75,
0:10:20,NA:NA:NA,620.4,620391,1.0,9,10/14/2023,10:31:22,31.891878,-102.329056,2847.13,867.80,1.049,113.02,200,19.77,67.58,16.22,61.20,18.51,65.32,13.41,0.91,2533.20,772.12,-0.88,-0.27,-11.38,-42.38,13.69,-2.34,9.47,0.00,0.00,0.00,0.00,140.50,-89.69,-13.75,
0:10:21,NA:NA:NA,621.4,621391,1.0,9,10/14/2023,10:31:23,31.891880,-102.329056,2847.08,867.79,0.648,113.02,200,19.86,67.74,16.18,61.12,18.52,65.34,13.41,0.91,2534.37,772.48,1.18,0.36,-11.06,-42.75,15.19,-2.20,9.60,-1.04,0.16,0.06,0.10,140.44,-89.69,-13.81,
0:10:22,NA:NA:NA,622.4,622391,1.0,9,10/14/2023,10:31:24,31.891886,-102.329056,2851.33,869.09,0.461,113.02,200,19.86,67.74,16.29,61.31,18.53,65.35,13.41,0.91,2535.26,772.75,0.88,0.27,-9.25,-40.56,17.06,-2.91,9.41,-0.49,0.13,0.10,0.03,143.38,-91.56,-14.19,
0:10:23,NA:NA:NA,623.4,623391,1.0,10,10/14/2023,10:31:25,31.891886,-102.329056,2852.31,869.39,0.326,113.02,155,19.86,67.74,16.40,61.51,18.53,65.35,13.41,0.91,2535.85,772.93,0.59,0.18,-10.69,-40.56,16.38,-2.59,9.62,0.19,0.04,0.20,-0.20,140.06,-93.00,-13.94,
0:10:24,NA:NA:NA,624.4,624391,1.0,9,10/14/2023,10:31:26,31.891880,-102.329056,2848.40,868.19,0.729,113.02,200,19.88,67.78,16.31,61.35,18.54,65.37,13.41,0.91,2536.43,773.11,0.59,0.18,-8.88,-40.56,15.56,-3.28,9.29,-0.74,-0.01,0.04,0.04,138.19,-94.12,-15.56,
0:10:25,NA:NA:NA,625.4,625391,1.0,9,10/14/2023,10:31:27,31.891882,-102.329048,2849.03,868.39,0.785,113.02,200,19.90,67.82,16.24,61.23,18.55,65.39,13.41,0.91,2535.26,772.75,-1.18,-0.36,-8.88,-40.56,15.19,-2.99,9.50,-1.29,0.09,0.01,-0.00,139.44,-94.38,-17.38,
0:10:26,NA:NA:NA,626.4,626391,1.0,8,10/14/2023,10:31:28,31.891886,-102.329048,2848.31,868.16,0.534,113.02,165,19.90,67.82,16.07,60.92,18.55,65.39,13.41,0.91,2537.32,773.37,2.06,0.63,-8.06,-40.19,16.00,-3.00,9.91,-0.69,0.04,0.04,-0.13,141.88,-95.06,-18.69,
0:10:27,NA:NA:NA,627.4,627391,1.0,7,10/14/2023,10:31:29,31.891878,-102.329048,2843.78,866.78,0.148,113.02,233,19.90,67.82,16.00,60.80,18.56,65.41,13.41,0.91,2535.26,772.75,-2.06,-0.63,-9.88,-39.75,16.38,-3.09,9.49,-1.15,0.06,-0.09,0.11,138.25,-96.56,-16.62,
0:10:28,NA:NA:NA,628.4,628391,1.0,8,10/14/2023,10:31:30,31.891874,-102.329041,2845.27,867.24,0.743,113.02,208,19.92,67.86,15.93,60.68,18.57,65.43,13.41,0.91,2537.32,773.37,2.06,0.63,-6.56,-39.38,18.19,-3.35,8.87,-1.52,0.03,-0.03,0.08,143.88,-97.38,-18.50,
0:10:29,NA:NA:NA,629.4,629391,1.0,8,10/14/2023,10:31:31,31.891876,-102.329041,2845.00,867.16,0.442,113.02,208,19.88,67.78,15.76,60.36,18.57,65.43,13.41,0.91,2537.32,773.37,0.00,0.00,-6.25,-39.75,19.00,-3.39,9.35,-1.33,0.01,-0.01,-0.04,143.00,-96.38,-18.62,
0:10:30,NA:NA:NA,630.4,630391,1.0,7,10/14/2023,10:31:32,31.891878,-102.329041,2842.25,866.32,0.315,113.02,256,19.94,67.90,15.56,60.01,18.58,65.44,13.41,0.91,2537.91,773.55,0.59,0.18,-7.75,-40.19,17.50,-3.20,9.24,-1.20,0.02,-0.09,-0.05,142.50,-96.00,-18.44,
0:10:31,NA:NA:NA,631.4,631391,1.0,8,10/14/2023,10:31:33,31.891878,-102.329033,2839.59,865.51,0.342,113.02,208,19.97,67.94,15.45,59.81,18.59,65.46,13.41,0.91,2537.32,773.37,-0.59,-0.18,-7.00,-39.38,19.06,-2.98,9.18,-1.27,0.00,-0.04,0.05,141.88,-96.94,-17.69,
0:10:32,NA:NA:NA,632.4,632391,1.0,8,10/14/2023,10:31:34,31.891878,-102.329048,2838.53,865.18,3.097,32.95,208,19.97,67.94,15.43,59.77,18.60,65.48,13.41,0.91,2536.43,773.11,-0.88,-0.27,-8.06,-38.69,18.56,-2.74,9.60,-1.45,-0.07,0.33,0.00,141.88,-97.69,-15.56,
0:10:33,NA:NA:NA,633.4,633391,1.0,7,10/14/2023,10:31:35,31.891888,-102.329056,2840.61,865.82,0.803,32.95,217,20.01,68.02,15.45,59.81,18.60,65.48,13.41,0.91,2536.73,773.20,0.30,0.09,-8.50,-39.38,17.50,-2.25,9.55,-1.25,-0.07,0.09,0.16,138.88,-96.25,-16.06,
0:10:34,NA:NA:NA,634.4,634391,1.0,6,10/14/2023,10:31:36,31.891897,-102.329063,2842.46,866.38,0.558,32.95,229,19.99,67.98,15.52,59.93,18.61,65.50,13.41,0.91,2535.55,772.84,-1.18,-0.36,-7.75,-39.06,20.56,-3.60,9.17,-1.21,0.15,-0.13,-0.18,144.50,-99.44,-17.31,
0:10:35,NA:NA:NA,635.4,635391,1.0,7,10/14/2023,10:31:37,31.891893,-102.329063,2845.94,867.44,0.035,32.95,217,20.01,68.02,15.45,59.81,18.62,65.52,13.41,0.91,2535.26,772.75,-0.30,-0.09,-7.00,-39.50,18.25,-3.20,7.82,-1.48,0.03,-0.04,0.06,143.88,-96.81,-17.50,
0:10:36,NA:NA:NA,636.4,636391,1.0,8,10/14/2023,10:31:38,31.891891,-102.329056,2848.39,868.19,0.284,32.95,208,19.99,67.98,15.38,59.69,18.63,65.53,13.41,0.91,2535.55,772.84,0.30,0.09,-7.38,-38.50,19.88,-3.15,9.41,-1.10,0.02,0.02,-0.11,144.00,-99.38,-18.62,
0:10:37,NA:NA:NA,637.4,637391,1.0,8,10/14/2023,10:31:39,31.891890,-102.329041,2846.86,867.72,0.636,32.95,208,20.05,68.09,15.41,59.73,18.64,65.55,13.41,0.91,2536.14,773.02,0.59,0.18,-10.69,-37.38,21.50,-2.04,8.77,-2.07,0.03,0.08,-0.13,139.81,-103.38,-14.31,
0:10:38,NA:NA:NA,638.4,638391,1.0,8,10/14/2023,10:31:40,31.891890,-102.329033,2834.16,863.85,0.150,32.95,208,19.99,67.98,15.18,59.33,18.65,65.57,13.41,0.91,2537.32,773.37,1.18,0.36,-11.38,-36.19,21.75,-1.87,8.82,-2.44,-0.07,-0.03,-0.39,139.00,-103.62,-14.25,
0:10:39,NA:NA:NA,639.4,639391,1.0,8,10/14/2023,10:31:41,31.891890,-102.329025,2829.45,862.41,0.547,32.95,208,20.10,68.17,14.90,58.82,18.66,65.59,13.41,0.91,2536.14,773.02,-1.18,-0.36,-8.00,-36.19,22.56,-3.53,8.89,-2.48,-0.18,-0.54,0.17,144.00,-104.56,-18.44,
0:10:40,NA:NA:NA,640.4,640391,1.0,9,10/14/2023,10:31:42,31.891888,-102.329041,2822.51,860.30,0.638,32.95,166,20.14,68.25,14.59,58.26,18.67,65.61,13.41,0.91,2537.32,773.37,1.18,0.36,-5.38,-36.19,24.88,-3.10,9.08,-2.21,0.15,-0.11,0.01,151.94,-104.50,-19.50,
0:10:41,NA:NA:NA,641.4,641391,1.0,9,10/14/2023,10:31:43,31.891912,-102.329033,2846.97,867.76,0.768,32.95,166,20.16,68.29,14.32,57.78,18.68,65.62,13.41,0.91,2537.61,773.46,0.29,0.09,-3.75,-35.19,33.75,-3.18,9.10,-3.30,-0.16,0.36,0.40,158.38,-109.12,-21.06,
0:10:42,NA:NA:NA,642.4,642391,1.0,8,10/14/2023,10:31:44,31.891912,-102.329025,2843.88,866.82,0.954,32.95,208,20.14,68.25,14.19,57.54,18.69,65.64,13.41,0.91,2537.91,773.55,0.30,0.09,-6.00,-34.75,29.38,-2.36,9.11,-4.51,0.11,0.53,-0.28,157.12,-107.94,-16.19,
0:10:43,NA:NA:NA,643.4,643391,1.0,8,10/14/2023,10:31:45,31.891911,-102.329033,2841.18,865.99,0.860,32.95,208,20.14,68.25,14.06,57.30,18.70,65.66,13.41,0.91,2537.91,773.55,0.00,0.00,-8.19,-31.06,32.38,-1.97,7.24,-2.98,0.07,0.16,-0.64,157.19,-112.31,-13.94,
0:10:44,NA:NA:NA,644.4,644391,1.0,9,10/14/2023,10:31:46,31.891907,-102.329048,2841.97,866.23,0.722,32.95,166,20.16,68.29,13.90,57.02,18.71,65.68,13.41,0.91,2538.20,773.64,0.29,0.09,-6.19,-32.75,34.00,-2.89,8.04,-3.98,0.12,0.00,0.22,157.69,-113.88,-18.62,
0:10:45,NA:NA:NA,645.4,645391,1.0,9,10/14/2023,10:31:47,31.891924,-102.329056,2861.18,872.09,0.361,32.95,166,20.18,68.33,13.86,56.94,18.72,65.70,13.41,0.91,2537.91,773.55,-0.29,-0.09,-6.56,-30.25,33.00,-2.45,6.37,-3.51,-0.04,0.39,-0.24,155.19,-117.75,-18.31,
0:10:46,NA:NA:NA,646.4,646391,1.0,9,10/14/2023,10:31:48,31.891943,-102.329048,2881.15,878.17,1.809,75.92,166,20.23,68.41,13.81,56.86,18.73,65.71,13.41,0.91,2538.20,773.64,0.29,0.09,-14.56,-31.69,29.50,-2.48,9.74,-5.15,-0.03,-0.02,-0.17,138.56,-115.44,-10.88,
0:10:47,NA:NA:NA,647.4,647391,1.0,9,10/14/2023,10:31:49,31.891956,-102.329041,2898.86,883.57,1.428,75.92,166,20.21,68.37,13.77,56.78,18.74,65.73,13.41,0.91,2538.50,773.73,0.30,0.09,-9.25,-33.06,31.38,-2.02,7.40,-3.06,0.36,0.03,0.04,152.94,-114.81,-16.56,
0:10:48,NA:NA:NA,648.4,648391,1.0,9,10/14/2023,10:31:50,31.891966,-102.329033,2911.98,887.57,1.063,75.92,166,20.23,68.41,13.75,56.74,18.75,65.75,13.41,0.91,2538.20,773.64,-0.30,-0.09,-12.50,-31.50,34.25,-2.97,9.67,-3.72,-0.34,-1.08,0.33,153.12,-110.25,-15.81,
0:10:49,NA:NA:NA,649.4,649391,1.0,9,10/14/2023,10:31:51,31.891973,-102.329033,2921.13,890.36,1.433,75.92,166,20.23,68.41,13.64,56.54,18.76,65.77,13.41,0.91,2537.61,773.46,-0.59,-0.18,-11.00,-30.38,32.88,-2.68,6.76,-3.67,-0.07,-0.07,-0.36,147.00,-118.62,-16.31,
0:10:50,NA:NA:NA,650.4,650391,1.0,9,10/14/2023,10:31:52,31.891968,-102.329018,2923.29,891.02,1.269,75.92,200,20.27,68.49,13.59,56.46,18.77,65.79,13.41,0.91,2539.97,774.18,2.36,0.72,-10.56,-28.50,31.50,-1.78,9.50,-4.91,0.04,-0.11,-0.73,151.25,-118.38,-12.25,
0:10:51,NA:NA:NA,651.4,651391,1.0,8,10/14/2023,10:31:53,31.891951,-102.329010,2921.18,890.38,0.916,75.92,219,20.32,68.57,13.39,56.10,18.79,65.82,13.41,0.91,2537.32,773.37,-2.65,-0.81,-11.19,-29.69,32.69,-1.90,9.16,-4.26,0.07,-0.22,-0.01,149.19,-115.69,-9.88,
0:10:52,NA:NA:NA,652.4,652391,1.0,9,10/14/2023,10:31:54,31.891941,-102.329002,2919.56,889.88,0.826,75.92,161,20.38,68.69,13.37,56.06,18.80,65.84,13.41,0.91,2537.02,773.28,-0.30,-0.09,-10.69,-31.00,30.56,-1.72,6.69,-4.08,0.63,0.26,0.03,147.31,-114.69,-11.56,
0:10:53,NA:NA:NA,653.4,653391,1.0,10,10/14/2023,10:31:55,31.891939,-102.328995,2923.30,891.02,1.259,75.92,155,20.34,68.61,13.55,56.38,18.81,65.86,13.41,0.91,2540.26,774.27,3.24,0.99,-11.25,-29.50,34.19,-2.28,10.10,-4.73,-0.31,-0.72,0.61,151.38,-116.75,-12.88,
0:10:54,NA:NA:NA,654.4,654391,1.0,10,10/14/2023,10:31:56,31.891943,-102.328979,2928.21,892.52,0.812,75.92,155,20.34,68.61,13.77,56.78,18.81,65.86,13.41,0.91,2537.61,773.46,-2.65,-0.81,-6.75,-28.56,34.25,-2.62,6.81,-4.54,0.04,0.09,-0.03,161.31,-116.81,-16.00,
0:10:55,NA:NA:NA,655.4,655391,1.0,10,10/14/2023,10:31:57,31.891947,-102.328972,2937.30,895.29,0.809,75.92,155,20.29,68.53,13.57,56.42,18.82,65.88,13.41,0.91,2537.91,773.55,0.30,0.09,-4.88,-27.75,34.75,-2.88,7.62,-3.88,-0.42,0.21,-0.28,166.38,-116.25,-17.75,
0:10:56,NA:NA:NA,656.4,656391,1.0,10,10/14/2023,10:31:58,31.891945,-102.328957,2945.34,897.74,1.383,75.92,155,20.32,68.57,13.99,57.18,18.84,65.91,13.41,0.91,2537.61,773.46,-0.30,-0.09,-8.00,-26.19,35.88,-2.21,9.76,-6.52,-0.15,0.24,-0.04,157.88,-119.56,-12.12,
0:10:57,NA:NA:NA,657.4,657391,1.0,10,10/14/2023,10:31:59,31.891939,-102.328941,2954.84,900.64,1.712,75.92,155,20.32,68.57,14.08,57.34,18.84,65.91,13.41,0.91,2537.61,773.46,0.00,0.00,-10.50,-23.88,35.75,-1.22,5.35,-3.82,0.35,0.20,-0.56,153.06,-122.12,-8.94,
0:10:58,NA:NA:NA,658.4,658391,1.0,9,10/14/2023,10:32:0,31.891935,-102.328918,2962.03,902.83,1.602,75.92,200,20.34,68.61,14.08,57.34,18.85,65.93,13.41,0.91,2539.38,774.00,1.77,0.54,-10.75,-24.75,34.25,-0.34,8.78,-3.66,0.08,-0.09,0.34,152.62,-121.62,-8.88,
0:10:59,NA:NA:NA,659.4,659391,1.0,9,10/14/2023,10:32:1,31.891928,-102.328903,2956.99,901.29,1.290,75.92,200,20.36,68.65,14.01,57.22,18.86,65.95,13.41,0.91,2537.02,773.28,-2.36,-0.72,-13.00,-26.19,32.38,-0.33,9.13,-6.57,0.03,0.39,-0.26,146.38,-117.38,-9.56,
0:11:00,NA:NA:NA,660.4,660391,1.0,9,10/14/2023,10:32:2,31.891920,-102.328896,2951.03,899.47,0.612,75.92,175,20.38,68.69,13.99,57.18,18.88,65.98,13.41,0.91,2539.09,773.91,2.06,0.63,-10.00,-25.75,35.38,-2.14,7.61,-3.99,-0.37,-0.09,-0.19,155.56,-117.81,-11.56,
0:11:01,NA:NA:NA,661.4,661391,1.0,9,10/14/2023,10:32:3,31.891928,-102.328880,2963.58,903.30,1.489,75.92,175,20.40,68.73,13.88,56.98,18.89,66.00,13.41,0.91,2539.09,773.91,0.00,0.00,-7.69,-22.75,36.50,-1.62,10.89,-5.04,-0.45,-0.40,-0.33,160.94,-122.00,-11.12,
0:11:02,NA:NA:NA,662.4,662391,1.0,9,10/14/2023,10:32:4,31.891928,-102.328873,2972.36,905.97,0.768,75.92,175,20.36,68.65,13.81,56.86,18.90,66.02,13.41,0.91,2540.26,774.27,1.18,0.36,-7.69,-21.00,38.69,-1.37,6.84,-4.68,-0.16,0.04,-0.29,165.56,-122.38,-9.62,
0:11:03,NA:NA:NA,663.4,663391,1.0,10,10/14/2023,10:32:5,31.891926,-102.328865,2980.64,908.50,0.854,75.92,155,20.40,68.73,13.86,56.94,18.90,66.02,13.41,0.91,2539.38,774.00,-0.88,-0.27,-13.25,-24.00,35.25,-0.34,9.84,-5.51,0.10,-0.59,0.43,153.44,-119.69,-9.44,
0:11:04,NA:NA:NA,664.4,664391,1.0,10,10/14/2023,10:32:6,31.891928,-102.328850,2981.51,908.76,0.946,75.92,155,20.43,68.77,13.92,57.06,18.91,66.04,13.41,0.91,2537.32,773.37,-2.06,-0.63,-7.38,-26.56,34.25,-2.43,7.42,-4.24,-0.23,-0.39,-0.11,161.62,-115.50,-12.06,
0:11:05,NA:NA:NA,665.4,665391,1.0,10,10/14/2023,10:32:7,31.891926,-102.328850,2984.50,909.67,0.317,75.92,155,20.43,68.77,13.88,56.98,18.91,66.04,13.41,0.91,2537.32,773.37,0.00,0.00,-5.19,-23.00,37.25,-1.26,10.18,-5.54,-0.13,-0.33,-0.48,169.88,-118.75,-12.69,
0:11:06,NA:NA:NA,666.4,666391,1.0,10,10/14/2023,10:32:8,31.891918,-102.328850,2985.27,909.91,1.082,75.92,155,20.43,68.77,13.92,57.06,18.92,66.06,13.41,0.91,2536.43,773.11,-0.88,-0.27,-6.56,-21.88,38.50,-2.05,7.84,-4.44,0.25,0.07,0.00,165.62,-121.75,-9.94,
0:11:07,NA:NA:NA,667.4,667391,1.0,10,10/14/2023,10:32:9,31.891912,-102.328850,2989.05,911.06,0.557,75.92,155,20.43,68.77,14.10,57.38,18.93,66.07,13.41,0.91,2537.02,773.28,0.59,0.18,-5.88,-25.00,35.38,-2.83,8.73,-5.00,0.20,0.11,0.03,164.25,-117.69,-13.81,
0:11:08,NA:NA:NA,668.4,668391,1.0,9,10/14/2023,10:32:10,31.891907,-102.328842,2989.93,911.33,1.149,75.92,158,20.45,68.80,14.15,57.46,18.94,66.09,13.41,0.91,2538.20,773.64,1.18,0.36,-6.88,-25.69,35.38,-2.01,7.69,-4.02,-0.40,0.03,-0.46,163.62,-117.44,-12.50,
0:11:09,NA:NA:NA,669.4,669391,1.0,9,10/14/2023,10:32:11,31.891901,-102.328835,2990.59,911.53,0.287,75.92,158,20.45,68.80,14.17,57.50,18.95,66.11,13.41,0.91,2537.02,773.28,-1.18,-0.36,-8.00,-22.06,36.88,-0.64,7.55,-3.77,0.22,-0.01,-0.26,163.25,-120.06,-7.88,
0:11:10,NA:NA:NA,670.4,670391,1.0,10,10/14/2023,10:32:12,31.891897,-102.328835,2993.14,912.31,0.063,75.92,155,20.47,68.84,14.26,57.66,18.95,66.11,13.41,0.91,2536.73,773.20,-0.29,-0.09,-7.56,-26.06,34.19,-2.60,8.18,-5.01,-0.10,0.39,0.51,158.88,-116.94,-12.44,
0:11:11,NA:NA:NA,671.4,671391,1.0,10,10/14/2023,10:32:13,31.891895,-102.328835,2996.79,913.42,0.514,75.92,155,20.49,68.88,14.30,57.74,18.96,66.13,13.41,0.91,2537.32,773.37,0.59,0.18,-7.56,-25.69,35.00,-2.40,8.69,-4.05,-0.18,0.23,-0.16,160.00,-118.56,-11.38,
0:11:12,NA:NA:NA,672.4,672391,1.0,10,10/14/2023,10:32:14,31.891891,-102.328835,3002.10,915.04,0.570,75.92,155,20.51,68.92,14.43,57.98,18.97,66.15,13.41,0.91,2537.02,773.28,-0.30,-0.09,-9.25,-27.75,37.38,-0.81,6.47,-4.52,0.43,-0.10,-0.11,165.56,-114.31,-7.75,
0:11:13,NA:NA:NA,673.4,673391,1.0,10,10/14/2023,10:32:15,31.891890,-102.328842,3004.15,915.67,0.748,75.92,155,20.53,68.96,14.50,58.10,18.98,66.16,13.41,0.91,2537.91,773.55,0.88,0.27,-2.19,-22.50,41.00,-2.10,8.23,-5.00,-0.26,0.53,-0.10,175.06,-119.88,-12.00,
0:11:14,NA:NA:NA,674.4,674391,1.0,9,10/14/2023,10:32:16,31.891890,-102.328842,3009.48,917.29,0.647,75.92,200,20.53,68.96,14.46,58.02,18.98,66.16,13.41,0.91,2536.73,773.20,-1.18,-0.36,-2.38,-18.75,42.75,-2.28,7.21,-6.18,1.46,0.88,0.31,173.75,-131.56,-12.25,
0:11:15,NA:NA:NA,675.4,675391,1.0,9,10/14/2023,10:32:17,31.891886,-102.328850,3008.98,917.14,0.811,75.92,158,20.53,68.96,14.54,58.18,18.99,66.18,13.41,0.91,2537.32,773.37,0.59,0.18,-2.19,-16.19,45.19,-2.36,7.27,-6.11,-0.05,0.25,-0.13,185.19,-130.12,-14.81,
0:11:16,NA:NA:NA,676.4,676391,1.0,9,10/14/2023,10:32:18,31.891890,-102.328865,3022.28,921.19,1.093,75.92,158,20.56,69.00,14.68,58.42,19.00,66.20,13.41,0.91,2536.14,773.02,-1.18,-0.36,-1.75,-17.69,43.69,-2.19,7.32,-5.96,-0.07,-0.00,-0.02,182.31,-128.56,-14.19,
0:11:17,NA:NA:NA,677.4,677391,1.0,9,10/14/2023,10:32:19,31.891899,-102.328880,3040.81,926.84,2.406,20.23,158,20.56,69.00,14.79,58.62,19.00,66.20,13.41,0.91,2536.73,773.20,0.59,0.18,-2.50,-19.56,44.75,-2.51,7.78,-5.60,-0.03,-0.04,0.02,180.69,-125.94,-13.75,
0:11:18,NA:NA:NA,678.4,678391,1.0,9,10/14/2023,10:32:20,31.891914,-102.328880,3059.57,932.56,2.345,29.87,175,20.56,69.00,14.81,58.66,19.01,66.22,13.41,0.91,2537.61,773.46,0.88,0.27,-2.50,-19.19,44.38,-2.31,7.74,-5.57,-0.01,-0.01,0.00,180.06,-125.75,-13.56,
0:11:19,NA:NA:NA,679.4,679391,1.0,9,10/14/2023,10:32:21,31.891932,-102.328865,3069.24,935.51,0.361,29.87,200,20.58,69.04,14.85,58.74,19.02,66.24,13.41,0.91,2537.61,773.46,0.00,0.00,-3.69,-18.75,44.75,-2.69,7.63,-5.57,0.01,0.03,0.13,179.62,-126.62,-13.62,
0:11:20,NA:NA:NA,680.4,680391,1.0,9,10/14/2023,10:32:22,31.891932,-102.328865,3066.20,934.58,0.214,29.87,200,20.60,69.08,14.83,58.70,19.02,66.24,13.41,0.91,2536.73,773.20,-0.88,-0.27,-3.88,-16.69,46.00,-2.71,7.18,-5.93,0.05,-0.07,-0.02,178.31,-130.62,-14.88,
0:11:21,NA:NA:NA,681.4,681391,1.0,9,10/14/2023,10:32:23,31.891920,-102.328865,3058.60,932.26,0.296,29.87,200,20.62,69.12,14.54,58.18,19.03,66.25,13.41,0.91,2537.02,773.28,0.29,0.09,-5.69,-17.06,44.75,-2.64,7.44,-6.06,-0.11,-0.03,0.03,175.44,-129.62,-15.62,
0:11:22,NA:NA:NA,682.4,682391,1.0,9,10/14/2023,10:32:24,31.891911,-102.328865,3053.67,930.76,0.518,29.87,200,20.60,69.08,14.85,58.74,19.04,66.27,13.41,0.91,2536.73,773.20,-0.29,-0.09,-0.56,-24.19,39.69,-2.97,7.43,-3.73,-0.04,0.35,0.10,174.25,-119.88,-18.56,
