T(h:m:s),FT(h:m:s),T(Sec),T(ms),UF(Hz),Sats,Date,Time,Lat,Lon,Alt(Ft),Alt(M),GndSpd(M/S),Head(Deg),PDOP,intT(C),intT(F),extT(C),extT(F),msTemp(C),msTemp(F),msPress(PSI),msPress(ATM),msAlt(ft),msAlt(M),VertVel(Ft/S),VertVel(M/S),mag x,mag y,mag z,accel x,accel y,accel z,gyro x,gyro y,gyro z,orien yaw,orien pitch,orien roll,xbee message
No Data
0:00:20,NA:NA:NA,20.1,20074,0.0,0,8/2/2020,-5:0:21,0.000000,0.000000,0.02,0.01,0.000,0.00,9999,16.88,62.38,13.61,56.50,16.56,61.81,13.41,0.91,2548.22,776.70,0.58,0.18,44.56,43.06,-27.06,0.38,-0.13,9.27,0.00,-0.00,0.00,0.00,0.00,2.44,
0:00:21,NA:NA:NA,21.9,21865,0.6,0,8/2/2020,-5:0:22,0.000000,0.000000,0.00,0.00,0.000,0.00,9999,16.83,62.30,13.55,56.38,16.54,61.77,13.41,0.91,2546.75,776.25,-0.82,-0.25,44.56,43.38,-27.50,0.33,-0.08,9.27,0.00,-0.00,0.00,0.00,0.00,2.44,
0:00:22,NA:NA:NA,22.9,22865,1.0,0,8/2/2020,-5:0:23,0.000000,0.000000,0.00,0.00,0.000,0.00,9999,16.86,62.34,13.61,56.50,16.53,61.75,13.41,0.91,2545.86,775.98,-0.89,-0.27,43.75,42.25,-27.06,0.34,-0.10,9.27,-0.00,-0.00,-0.00,0.00,0.00,2.44,
0:00:23,NA:NA:NA,23.9,23865,1.0,0,8/2/2020,-5:0:24,0.000000,0.000000,0.00,0.00,0.000,0.00,9999,16.77,62.18,13.70,56.66,16.52,61.74,13.41,0.91,2545.27,775.80,-0.59,-0.18,44.56,42.69,-26.38,0.30,-0.13,9.30,-0.00,0.00,0.00,0.00,0.00,2.44,
0:00:24,NA:NA:NA,24.9,24865,1.0,0,8/2/2020,-5:0:25,0.000000,0.000000,0.00,0.00,0.000,0.00,9999,16.75,62.14,13.97,57.14,16.52,61.74,13.41,0.91,2544.68,775.62,-0.59,-0.18,44.88,43.06,-27.06,0.32,-0.12,9.28,0.00,0.00,-0.00,0.00,0.00,2.44,
0:00:25,NA:NA:NA,25.9,25865,1.0,0,8/2/2020,-5:0:26,0.000000,0.000000,0.00,0.00,0.000,0.00,9999,16.77,62.18,13.88,56.98,16.52,61.74,13.41,0.91,2545.57,775.89,0.88,0.27,44.56,42.25,-26.75,0.33,-0.11,9.29,0.00,0.00,0.00,0.00,0.00,2.44,
0:00:26,NA:NA:NA,26.9,26865,1.0,0,8/2/2020,-5:0:27,0.000000,0.000000,0.00,0.00,0.000,0.00,9999,16.72,62.10,13.99,57.18,16.51,61.72,13.41,0.91,2544.68,775.62,-0.88,-0.27,44.19,44.88,-27.06,0.31,-0.11,9.30,-0.00,-0.00,0.00,0.00,0.00,2.44,
0:00:27,NA:NA:NA,27.9,27865,1.0,0,8/2/2020,-5:0:28,0.000000,0.000000,0.00,0.00,0.000,0.00,9999,16.61,61.91,14.01,57.22,16.48,61.66,13.41,0.91,2544.68,775.62,0.00,0.00,45.25,44.88,-27.50,0.32,-0.11,9.30,0.00,-0.00,-0.00,0.00,0.00,2.50,
0:00:28,NA:NA:NA,28.9,28865,1.0,0,8/2/2020,-5:0:29,0.000000,0.000000,0.00,0.00,0.000,0.00,9999,16.53,61.75,13.95,57.10,16.44,61.59,13.41,0.91,2545.57,775.89,0.88,0.27,44.88,45.25,-27.06,0.33,-0.11,9.28,0.00,0.00,0.00,0.00,0.00,2.50,
0:00:29,NA:NA:NA,29.9,29865,1.0,0,8/2/2020,-5:0:30,0.000000,0.000000,0.00,0.00,0.000,0.00,9999,16.37,61.47,14.01,57.22,16.42,61.56,13.41,0.91,2545.86,775.98,0.29,0.09,46.06,44.88,-26.75,0.31,-0.13,9.30,0.00,0.00,0.00,0.00,0.00,2.50,
0:00:30,NA:NA:NA,30.9,30865,1.0,0,8/2/2020,-5:0:31,0.000000,0.000000,0.00,0.00,0.000,0.00,9999,16.31,61.35,14.12,57.42,16.40,61.52,13.41,0.91,2544.68,775.62,-1.18,-0.36,45.25,45.25,-26.75,0.31,-0.12,9.27,-0.00,0.00,0.00,0.00,0.00,2.50,
0:00:31,NA:NA:NA,31.9,31865,1.0,0,8/2/2020,-5:0:32,0.000000,0.000000,0.00,0.00,0.000,0.00,9999,16.29,61.31,13.97,57.14,16.33,61.39,13.41,0.91,2544.98,775.71,0.30,0.09,44.56,45.56,-27.06,0.30,-0.14,9.26,-0.00,0.00,0.00,0.00,0.00,2.50,
0:00:32,NA:NA:NA,32.9,32865,1.0,0,8/2/2020,-5:0:33,0.000000,0.000000,0.00,0.00,0.000,0.00,9999,16.22,61.20,14.01,57.22,16.26,61.27,13.41,0.91,2546.16,776.07,1.18,0.36,45.25,45.25,-25.25,0.33,-0.15,9.31,0.00,-0.00,0.00,0.00,0.00,2.50,
0:00:33,NA:NA:NA,33.9,33865,1.0,0,8/2/2020,-5:0:34,0.000000,0.000000,0.00,0.00,0.000,0.00,9999,16.18,61.12,14.04,57.26,16.21,61.18,13.41,0.91,2544.68,775.62,-1.47,-0.45,46.06,44.50,-26.69,0.27,-0.15,9.28,-0.00,-0.00,0.00,0.00,0.00,2.50,
0:00:34,NA:NA:NA,34.9,34865,1.0,0,8/2/2020,-5:0:35,0.000000,0.000000,0.00,0.00,0.000,0.00,9999,16.15,61.08,13.92,57.06,16.17,61.11,13.41,0.91,2544.39,775.53,-0.29,-0.09,45.25,45.56,-25.88,0.30,-0.11,9.16,-0.00,0.00,0.00,0.00,0.00,2.44,
0:00:35,NA:NA:NA,35.9,35865,1.0,0,8/2/2020,-5:0:36,0.000000,0.000000,0.00,0.00,0.000,0.00,9999,15.91,60.64,13.86,56.94,16.12,61.02,13.41,0.91,2543.80,775.35,-0.59,-0.18,44.88,44.88,-25.19,0.24,-0.16,9.27,-0.00,0.01,0.00,0.00,0.38,2.19,
0:00:36,NA:NA:NA,36.9,36865,1.0,0,8/2/2020,-5:0:37,0.000000,0.000000,0.00,0.00,0.000,0.00,9999,15.76,60.36,13.84,56.90,16.09,60.96,13.41,0.91,2545.27,775.80,1.47,0.45,44.56,45.25,-26.25,0.32,-0.21,9.26,-0.00,-0.00,0.00,0.00,0.38,2.19,
0:00:37,NA:NA:NA,37.9,37865,1.0,0,8/2/2020,-5:0:38,0.000000,0.000000,0.00,0.00,0.000,0.00,9999,15.65,60.17,13.88,56.98,16.06,60.91,13.41,0.91,2544.09,775.44,-1.18,-0.36,27.06,28.25,-15.56,0.28,-0.15,9.31,0.00,0.00,0.00,0.00,0.56,2.06,
0:00:38,NA:NA:NA,38.9,38865,1.0,0,8/2/2020,-5:0:39,0.000000,0.000000,0.00,0.00,0.000,0.00,9999,15.58,60.05,13.92,57.06,16.05,60.89,13.41,0.91,2543.51,775.26,-0.59,-0.18,28.19,28.00,-16.38,0.31,-0.14,9.26,0.00,0.00,0.00,0.00,0.62,2.00,
0:00:39,NA:NA:NA,39.9,39865,1.0,0,8/2/2020,-5:0:40,0.000000,0.000000,0.00,0.00,0.000,0.00,9999,15.63,60.13,13.90,57.02,16.04,60.87,13.41,0.91,2542.92,775.08,-0.59,-0.18,27.88,28.00,-16.00,0.28,-0.18,9.27,0.00,0.00,0.00,0.00,0.62,2.00,
0:00:40,NA:NA:NA,40.9,40866,1.0,0,8/2/2020,-5:0:41,0.000000,0.000000,0.00,0.00,0.000,0.00,9999,15.67,60.21,13.84,56.90,16.01,60.82,13.41,0.91,2544.68,775.62,1.76,0.54,26.69,28.00,-15.25,0.28,-0.18,9.30,-0.00,0.00,0.00,0.00,0.62,2.00,
0:00:41,NA:NA:NA,41.9,41866,1.0,0,8/2/2020,-5:0:42,0.000000,0.000000,0.00,0.00,0.000,0.00,9999,15.74,60.32,13.68,56.62,15.98,60.76,13.41,0.91,2544.39,775.53,-0.29,-0.09,26.38,28.00,-15.56,0.28,-0.16,9.31,0.00,0.00,-0.00,0.00,0.62,2.00,
0:00:42,NA:NA:NA,42.9,42866,1.0,0,8/2/2020,-5:0:43,0.000000,0.000000,0.00,0.00,0.000,0.00,9999,15.82,60.48,13.66,56.58,15.98,60.76,13.41,0.91,2544.98,775.71,0.59,0.18,26.38,27.56,-16.00,0.29,-0.17,9.31,0.00,0.00,0.00,0.00,0.62,2.00,
0:00:43,NA:NA:NA,43.9,43866,1.0,0,8/2/2020,-5:0:44,0.000000,0.000000,0.00,0.00,0.000,0.00,9999,15.80,60.44,13.70,56.66,15.98,60.76,13.41,0.91,2543.51,775.26,-1.47,-0.45,27.50,28.00,-15.56,0.27,-0.15,9.32,0.00,0.00,0.00,0.00,0.62,2.00,
0:00:44,NA:NA:NA,44.9,44872,1.0,0,8/2/2020,-5:0:45,0.000000,0.000000,0.00,0.00,0.000,0.00,9999,15.76,60.36,13.84,56.90,15.98,60.76,13.41,0.91,2543.21,775.17,-0.29,-0.09,27.06,28.69,-15.56,0.28,-0.17,9.30,0.00,0.00,0.00,0.00,0.62,2.00,
0:00:45,NA:NA:NA,45.9,45872,1.0,0,8/8/2020,10:21:48,0.000000,0.000000,0.00,0.00,0.000,0.00,9999,15.74,60.32,13.81,56.86,15.95,60.71,13.41,0.91,2543.80,775.35,0.59,0.18,26.38,28.25,-15.25,0.27,-0.18,9.28,0.00,-0.00,-0.00,0.00,0.62,2.00,
0:00:47,NA:NA:NA,47.4,47377,0.7,0,8/8/2020,10:21:49,0.000000,0.000000,0.00,0.00,0.000,0.00,9999,15.76,60.36,13.90,57.02,15.92,60.66,13.41,0.91,2544.98,775.71,0.78,0.24,27.75,28.25,-14.88,0.28,-0.16,9.29,0.00,-0.00,0.00,0.00,0.62,2.00,
0:00:48,NA:NA:NA,48.4,48377,1.0,0,8/8/2020,10:21:50,0.000000,0.000000,0.00,0.00,0.000,0.00,9999,15.52,59.93,13.99,57.18,15.89,60.60,13.41,0.91,2545.27,775.80,0.29,0.09,26.38,28.25,-14.88,0.29,-0.16,9.27,-0.00,0.00,0.00,0.00,0.62,2.00,
0:00:49,NA:NA:NA,49.4,49378,1.0,0,8/8/2020,10:21:51,0.000000,0.000000,0.00,0.00,0.000,0.00,9999,15.43,59.77,13.99,57.18,15.82,60.48,13.41,0.91,2545.27,775.80,0.00,0.00,27.38,29.00,-16.00,0.25,-0.20,9.26,-0.00,0.00,0.00,0.00,0.62,2.00,
0:00:50,NA:NA:NA,50.4,50378,1.0,0,8/8/2020,10:21:52,0.000000,0.000000,0.00,0.00,0.000,0.00,9999,15.41,59.73,13.88,56.98,15.78,60.40,13.41,0.91,2543.21,775.17,-2.06,-0.63,27.38,28.00,-14.50,0.26,-0.18,9.27,0.00,0.00,-0.00,0.00,0.62,2.00,
0:00:51,NA:NA:NA,51.4,51378,1.0,0,8/8/2020,10:21:53,0.000000,0.000000,0.00,0.00,0.000,0.00,9999,15.52,59.93,13.79,56.82,15.76,60.37,13.41,0.91,2544.39,775.53,1.18,0.36,26.38,28.25,-15.19,0.24,-0.18,9.27,0.00,-0.01,-0.00,0.00,0.62,2.00,
0:00:52,NA:NA:NA,52.4,52378,1.0,0,8/8/2020,10:21:54,0.000000,0.000000,0.00,0.00,0.000,0.00,9999,15.43,59.77,13.68,56.62,15.69,60.24,13.41,0.91,2545.27,775.80,0.88,0.27,27.06,28.25,-16.00,0.27,-0.19,9.31,0.00,-0.00,0.00,0.00,0.62,2.00,
0:00:53,NA:NA:NA,53.4,53378,1.0,0,8/8/2020,10:21:55,0.000000,0.000000,0.00,0.00,0.000,0.00,9999,15.36,59.65,13.55,56.38,15.67,60.21,13.41,0.91,2544.68,775.62,-0.59,-0.18,26.69,28.25,-15.56,0.27,-0.19,9.27,0.00,-0.00,0.00,0.00,0.62,2.00,
0:00:54,NA:NA:NA,54.4,54378,1.0,0,8/8/2020,10:21:56,0.000000,0.000000,0.00,0.00,0.000,0.00,9999,15.41,59.73,13.55,56.38,15.66,60.19,13.41,0.91,2543.21,775.17,-1.47,-0.45,28.19,28.56,-16.25,0.28,-0.19,9.28,-0.00,0.00,0.00,0.00,0.62,2.00,
0:00:55,NA:NA:NA,55.4,55378,1.0,0,8/8/2020,10:21:57,0.000000,0.000000,0.00,0.00,0.000,0.00,9999,15.38,59.69,13.52,56.34,15.63,60.13,13.41,0.91,2542.92,775.08,-0.30,-0.09,27.38,27.56,-15.56,0.22,-0.17,9.28,0.00,0.00,0.00,0.00,0.62,2.00,
0:00:56,NA:NA:NA,56.4,56378,1.0,0,8/8/2020,10:21:58,0.000000,0.000000,0.00,0.00,0.000,0.00,9999,15.38,59.69,13.52,56.34,15.61,60.10,13.41,0.91,2544.09,775.44,1.18,0.36,25.56,27.56,-15.19,0.22,-0.23,9.30,-0.00,0.00,0.00,0.00,0.69,2.00,
0:00:57,NA:NA:NA,57.4,57378,1.0,0,8/8/2020,10:21:59,0.000000,0.000000,0.00,0.00,0.000,0.00,9999,15.34,59.61,13.50,56.30,15.57,60.03,13.41,0.91,2542.03,774.81,-2.06,-0.63,26.69,27.56,-15.50,0.22,-0.18,9.29,0.00,-0.00,0.00,0.00,0.69,2.00,
0:00:58,NA:NA:NA,58.4,58378,1.0,0,8/8/2020,10:22:0,0.000000,0.000000,0.00,0.00,0.000,0.00,9999,15.32,59.57,13.35,56.02,15.50,59.90,13.41,0.91,2543.51,775.26,1.47,0.45,27.06,27.56,-15.06,0.25,-0.21,9.26,0.00,-0.00,0.00,0.00,0.69,2.00,
0:00:59,NA:NA:NA,59.4,59379,1.0,0,8/8/2020,10:22:1,0.000000,0.000000,0.00,0.00,0.000,0.00,9999,15.27,59.49,13.19,55.74,15.48,59.86,13.41,0.91,2544.98,775.71,1.47,0.45,27.75,28.56,-15.06,0.24,-0.21,9.31,-0.00,0.00,-0.00,0.00,0.69,2.00,
0:01:00,NA:NA:NA,60.4,60379,1.0,0,8/8/2020,10:22:2,0.000000,0.000000,0.00,0.00,0.000,0.00,9999,15.27,59.49,13.08,55.54,15.47,59.85,13.41,0.91,2544.39,775.53,-0.59,-0.18,27.38,29.00,-15.88,0.25,-0.19,9.29,-0.00,0.00,-0.00,0.00,0.69,2.00,
0:01:01,NA:NA:NA,61.4,61380,1.0,0,8/8/2020,10:22:3,0.000000,0.000000,0.00,0.00,0.000,0.00,9999,15.30,59.53,13.12,55.62,15.46,59.83,13.41,0.91,2543.80,775.35,-0.59,-0.18,28.56,29.00,-15.50,0.25,-0.22,9.29,0.00,0.00,0.00,0.00,0.69,2.00,
0:01:02,NA:NA:NA,62.4,62380,1.0,0,8/8/2020,10:22:4,0.000000,0.000000,0.00,0.00,0.000,0.00,9999,15.30,59.53,13.15,55.66,15.44,59.79,13.41,0.91,2544.09,775.44,0.29,0.09,27.38,27.88,-16.25,0.25,-0.22,9.29,-0.00,-0.00,-0.00,0.00,0.69,2.00,
0:01:03,NA:NA:NA,63.4,63380,1.0,0,8/8/2020,10:22:5,0.000000,0.000000,0.00,0.00,0.000,0.00,9999,15.30,59.53,13.19,55.74,15.41,59.74,13.41,0.91,2545.27,775.80,1.18,0.36,27.75,27.88,-15.50,0.22,-0.21,9.28,-0.00,0.00,-0.00,0.00,0.69,2.00,
0:01:04,NA:NA:NA,64.4,64380,1.0,0,8/8/2020,10:22:6,0.000000,0.000000,0.00,0.00,0.000,0.00,9999,15.32,59.57,13.21,55.78,15.39,59.70,13.41,0.91,2544.39,775.53,-0.88,-0.27,28.19,27.56,-15.50,0.23,-0.23,9.28,-0.00,-0.00,0.00,0.00,0.69,2.00,
0:01:05,NA:NA:NA,65.4,65384,1.0,0,8/8/2020,10:22:7,0.000000,0.000000,0.00,0.00,0.000,0.00,9999,15.23,59.41,13.19,55.74,15.34,59.61,13.41,0.91,2544.09,775.44,-0.29,-0.09,28.19,28.25,-15.06,0.20,-0.22,9.27,0.00,0.00,0.00,0.00,0.69,2.00,
0:01:06,NA:NA:NA,66.4,66385,1.0,0,8/8/2020,10:22:8,0.000000,0.000000,0.00,0.00,0.000,0.00,9999,15.16,59.29,13.03,55.46,15.30,59.54,13.41,0.91,2543.80,775.35,-0.29,-0.09,27.75,28.25,-14.75,0.22,-0.21,9.29,0.00,-0.00,-0.00,0.00,0.69,2.00,
0:01:07,NA:NA:NA,67.4,67385,1.0,0,8/8/2020,10:22:9,0.000000,0.000000,0.00,0.00,0.000,0.00,9999,15.12,59.21,12.97,55.34,15.27,59.49,13.41,0.91,2543.51,775.26,-0.30,-0.09,27.06,28.25,-14.75,0.21,-0.23,9.30,-0.00,0.00,0.00,0.00,0.69,2.00,
0:01:08,NA:NA:NA,68.4,68385,1.0,0,8/8/2020,10:22:10,0.000000,0.000000,0.00,0.00,0.000,0.00,9999,15.14,59.25,12.95,55.30,15.25,59.45,13.41,0.91,2543.21,775.17,-0.29,-0.09,29.69,28.56,-15.50,0.23,-0.25,9.27,0.00,0.00,0.00,0.00,0.69,2.00,
0:01:09,NA:NA:NA,69.4,69385,1.0,0,8/8/2020,10:22:11,0.000000,0.000000,0.00,0.00,0.000,0.00,9999,15.10,59.17,12.90,55.22,15.23,59.41,13.41,0.91,2544.39,775.53,1.18,0.36,26.69,29.00,-14.75,0.22,-0.20,9.25,0.00,-0.00,0.00,0.00,0.69,2.00,
0:01:10,NA:NA:NA,70.4,70385,1.0,0,8/8/2020,10:22:12,0.000000,0.000000,0.00,0.00,0.000,0.00,9999,15.07,59.13,12.97,55.34,15.23,59.41,13.41,0.91,2542.92,775.08,-1.47,-0.45,27.75,28.25,-15.50,0.25,-0.21,9.31,-0.00,0.00,-0.00,0.00,0.69,2.00,
0:01:11,NA:NA:NA,71.4,71385,1.0,0,8/8/2020,10:22:13,0.000000,0.000000,0.00,0.00,0.000,0.00,9999,14.99,58.98,12.97,55.34,15.18,59.32,13.41,0.91,2542.33,774.90,-0.59,-0.18,27.38,27.50,-17.00,0.21,-0.23,9.28,0.00,-0.00,0.00,0.00,0.69,2.00,
0:01:12,NA:NA:NA,72.4,72385,1.0,0,10/14/2023,10:22:14,0.000000,0.000000,0.00,0.00,0.000,0.00,9999,14.94,58.90,12.99,55.38,15.14,59.25,13.41,0.91,2543.80,775.35,1.47,0.45,27.75,28.56,-15.06,0.23,-0.22,9.27,0.00,0.00,0.00,0.00,0.69,2.00,
0:01:13,NA:NA:NA,73.4,73385,1.0,0,10/14/2023,10:22:15,0.000000,0.000000,0.00,0.00,0.000,0.00,9999,14.92,58.86,13.08,55.54,15.12,59.22,13.41,0.91,2543.51,775.26,-0.30,-0.09,27.06,28.25,-15.06,0.22,-0.24,9.28,-0.00,0.00,0.00,0.00,0.69,2.00,
0:01:14,NA:NA:NA,74.4,74385,1.0,0,10/14/2023,10:22:16,0.000000,0.000000,0.00,0.00,0.000,0.00,9999,14.90,58.82,13.01,55.42,15.08,59.14,13.41,0.91,2543.51,775.26,0.00,0.00,28.19,27.50,-15.50,0.22,-0.23,9.30,0.00,-0.00,0.00,0.00,0.69,2.00,
0:01:15,NA:NA:NA,75.4,75385,1.0,0,10/14/2023,10:22:17,0.000000,0.000000,0.00,0.00,0.000,0.00,9999,14.92,58.86,12.99,55.38,15.06,59.11,13.41,0.91,2544.09,775.44,0.59,0.18,27.75,27.88,-14.38,0.21,-0.24,9.27,0.00,0.00,-0.00,0.00,0.69,2.00,
0:01:16,NA:NA:NA,76.4,76385,1.0,0,10/14/2023,10:22:18,0.000000,0.000000,0.00,0.00,0.000,0.00,9999,14.92,58.86,13.06,55.50,15.06,59.11,13.41,0.91,2543.51,775.26,-0.59,-0.18,27.75,28.25,-15.75,0.20,-0.26,9.29,-0.00,0.00,-0.00,0.00,0.69,2.00,
0:01:17,NA:NA:NA,77.4,77385,1.0,0,10/14/2023,10:22:19,0.000000,0.000000,0.00,0.00,0.000,0.00,9999,14.90,58.82,13.06,55.50,15.06,59.11,13.41,0.91,2542.03,774.81,-1.47,-0.45,45.25,44.75,-26.88,0.19,-0.27,9.30,0.00,-0.00,0.00,0.00,0.69,2.00,
0:01:18,NA:NA:NA,78.4,78385,1.0,0,10/14/2023,10:22:20,0.000000,0.000000,0.00,0.00,0.000,0.00,9999,14.81,58.66,13.08,55.54,15.01,59.02,13.41,0.91,2543.51,775.26,1.47,0.45,46.00,45.19,-24.25,0.27,-0.23,9.33,0.00,-0.00,0.00,0.00,0.94,1.81,
0:01:19,NA:NA:NA,79.4,79385,1.0,0,10/14/2023,10:22:21,0.000000,0.000000,0.00,0.00,0.000,0.00,9999,14.81,58.66,13.01,55.42,14.96,58.93,13.41,0.91,2544.39,775.53,0.88,0.27,45.25,45.56,-25.38,0.21,-0.25,9.33,0.00,0.00,-0.00,0.00,1.00,1.69,
0:01:20,NA:NA:NA,80.4,80385,1.0,0,10/14/2023,10:22:22,0.000000,0.000000,0.00,0.00,0.000,0.00,9999,14.74,58.54,12.92,55.26,14.93,58.87,13.41,0.91,2546.45,776.16,2.06,0.63,45.25,45.56,-25.00,0.23,-0.29,9.31,-0.00,0.01,0.00,0.00,1.00,1.69,
0:01:21,NA:NA:NA,81.4,81385,1.0,0,10/14/2023,10:22:23,0.000000,0.000000,0.00,0.00,0.000,0.00,9999,14.70,58.46,12.81,55.06,14.87,58.77,13.41,0.91,2544.39,775.53,-2.06,-0.63,45.56,45.56,-25.75,0.16,-0.22,9.32,0.00,-0.00,0.00,0.00,1.00,1.69,
0:01:22,NA:NA:NA,82.4,82385,1.0,0,10/14/2023,10:22:24,0.000000,0.000000,0.00,0.00,0.000,0.00,9999,14.72,58.50,12.70,54.86,14.85,58.73,13.41,0.91,2544.39,775.53,0.00,0.00,29.00,27.50,-15.25,0.30,-0.44,9.40,-0.04,-0.03,0.00,359.38,1.38,1.44,
0:01:23,NA:NA:NA,83.4,83385,1.0,0,10/14/2023,10:22:25,0.000000,0.000000,0.00,0.00,0.000,0.00,9999,14.65,58.38,12.65,54.78,14.86,58.75,13.41,0.91,2542.62,774.99,-1.77,-0.54,27.38,27.06,-14.88,0.09,-0.27,9.24,-0.01,0.01,-0.01,359.44,1.56,1.06,
0:01:24,NA:NA:NA,84.4,84385,1.0,0,10/14/2023,10:22:26,0.000000,0.000000,0.00,0.00,0.000,0.00,9999,14.61,58.30,12.68,54.82,14.84,58.71,13.41,0.91,2544.68,775.62,2.06,0.63,28.56,27.75,-15.69,0.15,-0.31,9.27,-0.00,0.00,-0.00,359.44,1.62,1.00,
0:01:25,NA:NA:NA,85.4,85385,1.0,0,10/14/2023,10:22:27,0.000000,0.000000,0.00,0.00,0.000,0.00,9999,14.59,58.26,12.63,54.74,14.82,58.68,13.41,0.91,2545.27,775.80,0.59,0.18,28.88,27.06,-15.69,0.13,-0.32,9.31,-0.00,0.00,0.00,359.44,1.62,1.00,
0:01:26,NA:NA:NA,86.4,86385,1.0,0,10/14/2023,10:22:28,0.000000,0.000000,0.00,0.00,0.000,0.00,9999,14.57,58.22,12.63,54.74,14.81,58.66,13.41,0.91,2541.74,774.72,-3.53,-1.08,27.06,27.75,-14.88,0.18,-0.33,9.29,-0.01,0.00,-0.00,359.44,1.62,1.00,
0:01:27,NA:NA:NA,87.4,87385,1.0,0,10/14/2023,10:22:29,0.000000,0.000000,0.00,0.00,0.000,0.00,9999,14.57,58.22,12.63,54.74,14.78,58.60,13.41,0.91,2543.80,775.35,2.06,0.63,27.75,27.06,-14.88,0.12,-0.33,9.28,0.00,-0.00,0.00,359.44,1.62,1.00,
0:01:28,NA:NA:NA,88.4,88385,1.0,0,10/14/2023,10:22:30,0.000000,0.000000,0.00,0.00,0.000,0.00,9999,14.52,58.14,12.65,54.78,14.75,58.55,13.41,0.91,2542.33,774.90,-1.47,-0.45,27.06,27.06,-16.06,0.10,-0.27,9.28,0.00,0.00,0.00,359.44,1.62,1.00,
0:01:29,NA:NA:NA,89.4,89385,1.0,0,10/14/2023,10:22:31,0.000000,0.000000,0.00,0.00,0.000,0.00,9999,14.52,58.14,12.72,54.90,14.73,58.51,13.41,0.91,2542.33,774.90,0.00,0.00,28.88,27.75,-16.38,0.13,-0.33,9.25,-0.01,0.01,-0.00,359.44,1.62,1.00,
0:01:30,NA:NA:NA,90.4,90385,1.0,0,10/14/2023,10:22:32,0.000000,0.000000,0.00,0.00,0.000,0.00,9999,14.43,57.98,12.72,54.90,14.72,58.50,13.41,0.91,2543.80,775.35,1.47,0.45,27.38,27.50,-16.38,0.18,-0.30,9.29,0.00,0.00,0.00,359.44,1.62,1.00,
0:01:31,NA:NA:NA,91.4,91385,1.0,0,10/14/2023,10:22:33,0.000000,0.000000,0.00,0.00,0.000,0.00,9999,14.43,57.98,12.77,54.98,14.71,58.48,13.41,0.91,2542.92,775.08,-0.88,-0.27,28.56,26.69,-16.69,0.12,-0.34,9.26,0.00,-0.00,-0.00,359.44,1.62,1.00,
0:01:32,NA:NA:NA,92.4,92385,1.0,0,10/14/2023,10:22:34,0.000000,0.000000,0.00,0.00,0.000,0.00,9999,14.46,58.02,12.90,55.22,14.72,58.50,13.41,0.91,2542.33,774.90,-0.59,-0.18,27.06,27.50,-15.25,0.13,-0.32,9.26,-0.00,0.00,0.00,359.44,1.62,1.00,
0:01:33,NA:NA:NA,93.4,93385,1.0,0,10/14/2023,10:22:35,0.000000,0.000000,0.00,0.00,0.000,0.00,9999,14.43,57.98,13.08,55.54,14.74,58.53,13.41,0.91,2542.92,775.08,0.59,0.18,27.38,27.75,-16.75,0.11,-0.32,9.28,-0.00,0.00,-0.00,359.44,1.62,1.00,
0:01:34,NA:NA:NA,94.4,94385,1.0,0,10/14/2023,10:22:36,0.000000,0.000000,0.00,0.00,0.000,0.00,9999,14.48,58.06,13.24,55.82,14.72,58.50,13.41,0.91,2543.21,775.17,0.30,0.09,27.38,27.00,-14.75,0.30,-0.51,9.66,0.23,-0.13,-0.01,359.56,1.06,1.25,
0:01:35,NA:NA:NA,95.4,95385,1.0,0,10/14/2023,10:22:37,0.000000,0.000000,0.00,0.00,0.000,0.00,9999,14.41,57.94,13.17,55.70,14.70,58.46,13.41,0.91,2544.39,775.53,1.18,0.36,30.50,28.75,-13.50,-0.59,-0.12,9.69,-0.01,0.31,0.13,4.00,4.44,-3.88,
0:01:36,NA:NA:NA,96.4,96385,1.0,0,10/14/2023,10:22:38,0.000000,0.000000,0.00,0.00,0.000,0.00,9999,14.46,58.02,13.06,55.50,14.68,58.42,13.41,0.91,2547.34,776.43,2.95,0.90,27.88,27.25,-16.88,-2.13,-1.32,11.13,0.17,-0.49,0.13,5.31,9.50,-7.88,
0:01:37,NA:NA:NA,97.4,97385,1.0,0,10/14/2023,10:22:39,0.000000,0.000000,0.00,0.00,0.000,0.00,9999,14.43,57.98,13.03,55.46,14.68,58.42,13.41,0.91,2542.03,774.81,-5.31,-1.62,16.06,19.25,-30.88,0.32,0.10,9.50,0.14,-0.07,-0.00,5.06,-0.88,2.38,
0:01:38,NA:NA:NA,98.4,98385,1.0,0,10/14/2023,10:22:40,0.000000,0.000000,0.00,0.00,0.000,0.00,9999,14.37,57.86,13.01,55.42,14.66,58.39,13.41,0.91,2541.74,774.72,-0.29,-0.09,16.00,18.56,-32.38,0.56,0.18,9.27,-0.00,0.00,-0.00,5.06,-1.06,2.75,
0:01:39,NA:NA:NA,99.4,99385,1.0,0,10/14/2023,10:22:41,0.000000,0.000000,0.00,0.00,0.000,0.00,9999,14.37,57.86,12.95,55.30,14.64,58.35,13.41,0.91,2545.57,775.89,3.83,1.17,15.19,18.06,-32.06,0.41,0.18,9.94,0.21,-0.21,-0.01,6.12,-2.50,4.06,
